id,title,genre,similarity
13,【官方】King Gnu - 《Prayer X》MV（动画《战栗杀机》ED）.mp3,"J-Pop, Vocal, Emotional, Reflective, Melodic -> Alternative Rock, J-Rock, Emotional, Dramatic, Dark",0.15811388300841894
14,【异世界情绪】日文翻唱《誰か、海を。_谁来、将海。》.mp3,"Alternative Rock, J-Rock, Emotional, Dramatic, Dark -> J-Pop, Anime Song, Cover, Vocal, Nostalgic",0.0
15,今天的我不一定是昨天的我（Song by 黑云）卡罗（立花日菜）.mp3,"J-Pop, Anime Song, Cover, Vocal, Nostalgic -> J-Pop, Vocal, Emotional, Ballad, Soft",0.36514837167011077
16,「有什么不好」—結束バンド.mp3,"J-Pop, Vocal, Emotional, Ballad, Soft -> J-Rock, Anime Song, Upbeat, Vocal, Energetic",0.18257418583505539
17,covered by som - 1.今夜はブギー?バック - 小沢健二 featuring スチャダラパー.mp3,"J-Rock, Anime Song, Upbeat, Vocal, Energetic -> Hip-Hop, J-Pop, Funk, Chill, Groove",0.0
214,BetoRtallu - かたぎり(katagiri).mp3,"Hardcore, Electronic, Aggressive, Fast-Paced, Intense -> EDM, Electronic, Energetic, Dance, Intense",0.36514837167011077
215,Strange Arrival - Dissolve.mp3,"EDM, Electronic, Energetic, Dance, Intense -> Ambient, Chillout, Electronic, Atmospheric, Relaxing",0.19999999999999998
216,おくすり飲んで寝よう - 桃寝ちのい （cover）.mp3,"Ambient, Chillout, Electronic, Atmospheric, Relaxing -> J-Pop, Cover, Vocal, Lullaby, Soft",0.0
217,【OWC2021 Grand Finals Tiebreaker】Yooh - RPG.mp3,"J-Pop, Cover, Vocal, Lullaby, Soft -> Hardcore, Electronic, Upbeat, Intense, Fast-Paced",0.0
218,OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIND!.mp3,"Hardcore, Electronic, Upbeat, Intense, Fast-Paced -> Grindcore, Metal, Aggressive, Fast-Paced, Energetic",0.3333333333333334
219,Ad astra per aspera.flac,"Grindcore, Metal, Aggressive, Fast-Paced, Energetic -> Ambient, Electronic, Atmospheric, Dreamy, Ethereal",0.0
