filename,spectral_bandwidth,spectral_contrast,bpm,wav_30_to_40
"#1f1e33 (Another long ''''#ant1p01e'''' version) - - 1.''''#ant1p01e'''' version(Av976702292,P1).mp3",2757.434878637768,20.910095550755468,123.046875,-67.058266
01 ｉｎ　ｆａｃｔ.wav,2038.8066309248502,24.45085535145138,83.35433467741936,-72.51113
"1.【ゆいこんぬ】地球最后的告白(Av515192,P1).mp3",2708.088335455534,22.45495701289754,95.703125,-62.54677
Ad astra per aspera.flac,2982.7538904088624,20.67679087649271,99.38401442307692,-67.31927
Angel (feat. 可不)-猫乃ルル.mp3,2783.4020706894403,22.97294242489897,161.4990234375,-74.63289
Awake Now 小豆沢 こはね アナザーボーカル プロセカ.flac,2806.0934697227945,21.726694918013127,117.45383522727273,-65.92014
BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,2945.134656337416,19.755478655887135,92.28515625,-56.701496
Beyond the way ⧸ Vivid BAD SQUAD × 初音ミク.flac,2762.9375950726635,21.003332303641255,123.046875,-66.91388
"C-Show VS DJ Genki - BLACK LABEL - 1.C-Show VS DJ Genki - BLACK LABEL(Av947212375,P1).mp3",2861.2991314570236,20.073386168979024,172.265625,-67.4071
DJ Myosuke & Gram & t+pazolite - Σ.wav,2778.6927108961263,19.485807099921658,112.34714673913044,-58.908596
"DJ Myosuke - Behemoth (Extended Mix)【太鼓の達人】 - 1.DJ Myosuke - Behemoth (Extended Mix)【太(Av439269572,P1).mp3",3006.071006875589,19.20098789695008,95.703125,-63.960464
"DJ Myosuke - Virtual Euphoria【HARDCORE TANO_C】 - 1.DJ Myosuke - Virtual Euphoria【HARDCORE(Av693544487,P1).mp3",2713.2954302997477,19.647618480541677,172.265625,-68.54859
Elemental Creation (kamome sano Remix) - kamome sano.wav,2481.8043441522427,22.300511749169242,129.19921875,-70.629005
"Gram VS Kobaryo - Yggdrasil - 1.Gram VS Kobaryo - Yggdrasil【The Requie(Av499586562,P1).mp3",2508.5942546959636,21.21792667198865,99.38401442307692,-64.29404
Hellfish - Doctor Beak.mp3,2571.692066927039,19.322499563870142,99.38401442307692,-60.706593
Hellfish - The Decimator.mp3,2918.96365757908,19.33889282781662,107.666015625,-64.53973
Igneon System & Karbyde - TriggerFinger.mp3,2580.2258854636157,19.56428348382132,172.265625,-68.10427
"INTERNET OVERDOSE - ちのい （cover） - 1.INTERNET OVERDOSE - ちのい （cover）(Av482098543,P1).mp3",2967.5821525136726,22.60778282349696,161.4990234375,-68.51035
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3",2876.527499922367,21.230176053997166,92.28515625,-67.494
Kakeru - Do you love me？ (feat. りんたる).wav,2764.5247978423336,21.35985109238053,151.99908088235293,-64.81593
Kill 'Em All.wav,2674.8772852441425,19.576279714863702,92.28515625,-70.33804
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",3027.982119377176,20.44850230805981,112.34714673913044,-68.810715
Kobaryo - SUPER REACTOR X [feat. HiTNEX-X].flac,3010.9213246673316,20.406707598851618,151.99908088235293,-63.394314
Kobaryo feat. Srezcat - Darkmoon Dissolve.flac,2677.424399755909,21.06740272251949,103.359375,-67.85586
Laur - Chaos Emperor.mp3,2773.2377889387067,19.89677962017175,95.703125,-64.54655
"Laur - DANGEROOOOUS JUNGLE (Extended) - 1.Laur - DANGEROOOOUS JUNGLE (Extended)(Av605133296,P1).mp3",2902.711048045847,19.58905539399507,161.4990234375,-64.753426
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",2859.3181264794353,20.42787467154225,112.34714673913044,-63.08749
Let's Rock.flac,2882.5903945529594,19.799259923571853,103.359375,-59.727066
"OTOMEROID - ちのい （cover） - 1.OTOMEROID - ちのい （cover）(Av352049886,P1).mp3",2479.98720176176,22.388546636237013,129.19921875,-71.56726
"OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",2842.4868696076255,19.42934916500084,117.45383522727273,-50.122715
Palace of Melancholia ⧸ かたぎり [Corsace Open Grand Finals Tiebreaker].flac,2786.677989341365,19.86632540874293,112.34714673913044,-65.740486
PaⅢ.SENSATION ⧸ Vivid BAD SQUAD × 初音ミク × 鏡音リン.flac,2769.497398054492,21.2089689023825,184.5703125,-65.210724
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,2811.3402795362476,21.741625149577192,89.10290948275862,-65.88494
"Rejection - Signal (ft. SUCH) _ Future Core 2020 - 1.Rejection - Signal (ft. SUCH) - Future(Av330120766,P1).mp3",2791.2057385609505,21.80412960194765,117.45383522727273,-67.394104
